,movie_title,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,num_user_for_reviews,num_critic_for_reviews,num_voted_users,cast_total_facebook_likes,movie_facebook_likes,plot_keywords,facenumber_in_poster,color,title_year,language,country,content_rating,aspect_ratio,movie_imdb_link,gross,budget,imdb_score,genre_1,genre_2
72,The Mummy: Tomb of the Dragon Emperor ,112.0,Rob Cohen,357.0,Jet Li,5000.0,Brendan Fraser,3000.0,Russell Wong,595.0,501.0,264.0,117927,9131,0,army|china|emperor|mummy|shangri la,2.0,Color,2008.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,102176165.0,145000000.0,5.2,Action,Adventure
73,Suicide Squad ,123.0,David Ayer,452.0,Will Smith,10000.0,Robin Atkin Downes,336.0,Ike Barinholtz,329.0,971.0,418.0,118992,11287,80000,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,8.0,Color,2016.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1,161087183.0,175000000.0,6.9,Action,Adventure
74,Evan Almighty ,96.0,Tom Shadyac,293.0,Jimmy Bennett,87000.0,Morgan Freeman,11000.0,Steve Carell,7000.0,257.0,186.0,115099,108016,2000,ark|change|congressman|depiction of god|flood,0.0,Color,2007.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,100289690.0,175000000.0,5.4,Comedy,Family
75,Edge of Tomorrow ,113.0,Doug Liman,218.0,Tom Cruise,10000.0,Lara Pulver,854.0,Noah Taylor,509.0,741.0,585.0,431620,12652,77000,alien|combat|dying repeatedly|end of the world|time loop,1.0,Color,2014.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,100189501.0,178000000.0,7.9,Action,Adventure
76,Waterworld ,176.0,Kevin Reynolds,58.0,Jeanne Tripplehorn,711.0,Rick Aviles,60.0,Zakes Mokae,60.0,309.0,91.0,144337,1004,0,future|sail|sea|smoker|water,0.0,Color,1995.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1,88246220.0,175000000.0,6.1,Action,Adventure
77,G.I. Joe: The Rise of Cobra ,118.0,Stephen Sommers,208.0,Joseph Gordon-Levitt,23000.0,Dennis Quaid,2000.0,Leo Howard,570.0,534.0,250.0,174578,26683,0,cobra|gi joe|snake|train|warhead,4.0,Color,2009.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1,150167630.0,175000000.0,5.8,Action,Adventure
78,Inside Out ,95.0,Pete Docter,0.0,Amy Poehler,1000.0,Mindy Kaling,767.0,Phyllis Smith,384.0,773.0,536.0,345198,2944,118000,anger|joy|memory|running away|sadness,1.0,Color,2015.0,English,USA,PG,1.85,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,356454367.0,175000000.0,8.3,Adventure,Animation
79,The Jungle Book ,106.0,Jon Favreau,4000.0,Scarlett Johansson,19000.0,Bill Murray,13000.0,Garry Shandling,591.0,398.0,370.0,106072,32921,65000,fire|jungle|remake|tiger|wolf,0.0,Color,2016.0,English,UK,PG,1.85,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,362645141.0,175000000.0,7.8,Adventure,Drama
80,Iron Man 2 ,124.0,Jon Favreau,4000.0,Robert Downey Jr.,21000.0,Scarlett Johansson,19000.0,Jon Favreau,4000.0,723.0,453.0,522371,48638,18000,hammer|military|monaco|revenge|tony stark,4.0,Color,2010.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,312057433.0,200000000.0,7.0,Action,Adventure
81,Snow White and the Huntsman ,132.0,Rupert Sanders,274.0,Chris Hemsworth,26000.0,Kristen Stewart,17000.0,Sam Claflin,11000.0,710.0,416.0,228554,72881,53000,evil queen|fairy tale|magic|queen|snow white,0.0,Color,2012.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,155111815.0,170000000.0,6.1,Action,Adventure
82,Maleficent ,97.0,Robert Stromberg,171.0,Angelina Jolie Pitt,11000.0,Sharlto Copley,2000.0,Sam Riley,846.0,634.0,401.0,252257,15516,89000,curse|dark fantasy|fairy|king|kingdom,2.0,Color,2014.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,241407328.0,180000000.0,7.0,Action,Adventure
83,Dawn of the Planet of the Apes ,130.0,Matt Reeves,198.0,Gary Oldman,10000.0,Judy Greer,2000.0,Kodi Smit-McPhee,884.0,620.0,521.0,317542,14363,45000,ape|dam|leader|post apocalypse|sequel,0.0,Color,2014.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,208543795.0,170000000.0,7.6,Action,Adventure
85,47 Ronin ,128.0,Carl Rinsch,47.0,Keanu Reeves,18000.0,Cary-Hiroyuki Tagawa,1000.0,Jin Akanishi,982.0,324.0,218.0,116994,20965,35000,box office flop|ronin|samurai|shogun|tournament,2.0,Color,2013.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,38297305.0,175000000.0,6.3,Action,Adventure
86,Captain America: The Winter Soldier ,136.0,Anthony Russo,94.0,Scarlett Johansson,19000.0,Chris Evans,11000.0,Hayley Atwell,2000.0,742.0,576.0,496749,36188,55000,conspiracy|heroism|megalomaniac|super soldier|world domination,1.0,Color,2014.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,259746958.0,170000000.0,7.8,Action,Adventure
87,Shrek Forever After ,93.0,Mike Mitchell,31.0,Jon Hamm,4000.0,Kathy Griffin,225.0,Mary Kay Place,213.0,173.0,226.0,138661,4628,0,alternate world|fairy tale parody|female warrior|ogre|true love,2.0,Color,2010.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,238371987.0,165000000.0,6.4,Adventure,Animation
88,Tomorrowland ,130.0,Brad Bird,663.0,Judy Greer,2000.0,Chris Bauer,638.0,Thomas Robinson,604.0,497.0,443.0,128306,5046,37000,boy genius|futuristic city|inventor|teenage girl|time travel,2.0,Color,2015.0,English,USA,PG,2.2,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,93417865.0,190000000.0,6.5,Action,Adventure
89,Big Hero 6 ,102.0,Don Hall,38.0,Damon Wayans Jr.,756.0,Daniel Henney,719.0,Abraham Benrubi,562.0,433.0,384.0,279093,2963,41000,high tech|martial arts|masked man|robot|superhero,0.0,Color,2014.0,English,USA,PG,2.39,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,222487711.0,165000000.0,7.9,Action,Adventure
90,Wreck-It Ralph ,101.0,Rich Moore,66.0,Jack McBrayer,975.0,Sarah Silverman,931.0,Joe Lo Truglio,833.0,345.0,377.0,272534,4451,40000,arcade|candy|glitch|king|medal,1.0,Color,2012.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,189412677.0,165000000.0,7.8,Adventure,Animation
91,The Polar Express ,100.0,Robert Zemeckis,0.0,Tom Hanks,15000.0,Eddie Deezen,726.0,Peter Scolari,267.0,444.0,188.0,120798,16264,10000,boy|christmas|christmas eve|north pole|train,0.0,Color,2004.0,English,USA,G,2.35,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,665426.0,165000000.0,6.6,Adventure,Animation
92,Independence Day: Resurgence ,120.0,Roland Emmerich,776.0,Vivica A. Fox,890.0,Sela Ward,812.0,Judd Hirsch,535.0,520.0,286.0,58137,3233,67000,alien|battle|defense|independence day|mothership,0.0,Color,2016.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,102315545.0,165000000.0,5.5,Action,Adventure
93,How to Train Your Dragon ,98.0,Dean DeBlois,255.0,Gerard Butler,18000.0,America Ferrera,953.0,Craig Ferguson,759.0,492.0,288.0,485430,20453,33000,dragon|island|training|viking|village,0.0,Color,2010.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,217387997.0,165000000.0,8.2,Adventure,Animation
94,Terminator 3: Rise of the Machines ,109.0,Jonathan Mostow,84.0,Nick Stahl,648.0,M.C. Gainey,284.0,Carolyn Hennesy,191.0,1676.0,280.0,305340,1769,0,drifter|exploding truck|future|machine|skynet,0.0,Color,2003.0,English,USA,R,2.35,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,150350192.0,200000000.0,6.4,Action,Sci-Fi
95,Guardians of the Galaxy ,121.0,James Gunn,571.0,Bradley Cooper,14000.0,Vin Diesel,14000.0,Djimon Hounsou,3000.0,1097.0,653.0,682155,32438,96000,bounty hunter|outer space|raccoon|talking animal|tree,3.0,Color,2014.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,333130696.0,170000000.0,8.1,Action,Adventure
96,Interstellar ,169.0,Christopher Nolan,22000.0,Matthew McConaughey,11000.0,Anne Hathaway,11000.0,Mackenzie Foy,6000.0,2725.0,712.0,928227,31488,349000,black hole|father daughter relationship|saving the world|space travel|wormhole,1.0,Color,2014.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,187991439.0,165000000.0,8.6,Adventure,Drama
97,Inception ,148.0,Christopher Nolan,22000.0,Leonardo DiCaprio,29000.0,Tom Hardy,27000.0,Joseph Gordon-Levitt,23000.0,2803.0,642.0,1468200,81115,175000,ambiguous ending|corporate espionage|dream|subconscious|thief,0.0,Color,2010.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,292568851.0,160000000.0,8.8,Action,Adventure
100,The Fast and the Furious ,106.0,Rob Cohen,357.0,Paul Walker,23000.0,Vin Diesel,14000.0,Jordana Brewster,4000.0,988.0,187.0,272223,45327,14000,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,2.0,Color,2001.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,144512310.0,38000000.0,6.7,Action,Crime
101,The Curious Case of Benjamin Button ,166.0,David Fincher,21000.0,Brad Pitt,11000.0,Jason Flemyng,1000.0,Julia Ormond,919.0,822.0,362.0,459346,13333,23000,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,2.0,Color,2008.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,127490802.0,150000000.0,7.8,Drama,Fantasy
102,X-Men: First Class ,132.0,Matthew Vaughn,905.0,Jennifer Lawrence,34000.0,Michael Fassbender,13000.0,Oliver Platt,1000.0,698.0,500.0,518537,50983,54000,cia|cia agent|mutant|nuclear war|professor,3.0,Color,2011.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,146405371.0,160000000.0,7.8,Action,Adventure
103,The Hunger Games: Mockingjay - Part 2 ,137.0,Francis Lawrence,508.0,Jennifer Lawrence,34000.0,Philip Seymour Hoffman,22000.0,Josh Hutcherson,14000.0,383.0,389.0,166137,81385,38000,death of sister|dystopia|execution|rebellion|revolution,1.0,Color,2015.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,281666058.0,160000000.0,6.6,Adventure,Sci-Fi
104,The Sorcerer's Apprentice ,109.0,Jon Turteltaub,226.0,Nicolas Cage,12000.0,Omar Benson Miller,418.0,Robert Capron,370.0,238.0,235.0,124185,13388,11000,chosen one|enchanted object|love|spell|training,0.0,Color,2010.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,63143812.0,150000000.0,6.1,Action,Adventure
105,Poseidon ,98.0,Wolfgang Petersen,249.0,Jimmy Bennett,87000.0,Mike Vogel,2000.0,Andre Braugher,702.0,629.0,231.0,82380,92456,0,cruise|escape|ocean|passenger|water,0.0,Color,2006.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,60655503.0,160000000.0,5.6,Action,Adventure
106,Alice Through the Looking Glass ,113.0,James Bobin,33.0,Johnny Depp,40000.0,Alan Rickman,25000.0,Anne Hathaway,11000.0,131.0,218.0,21352,80806,30000,clock|dark fantasy|mad hatter|queen|sequel,1.0,Color,2016.0,English,USA,PG,1.85,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,76846624.0,170000000.0,6.4,Adventure,Family
107,Shrek the Third ,93.0,Chris Miller,50.0,Justin Timberlake,3000.0,Eric Idle,795.0,Rupert Everett,692.0,326.0,227.0,211971,4705,0,disney spoof|fairy tale|prince|princess|tough guy,2.0,Color,2007.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,320706665.0,160000000.0,6.1,Adventure,Animation
108,Warcraft ,123.0,Duncan Jones,0.0,Dominic Cooper,3000.0,Callum Rennie,716.0,Ruth Negga,648.0,781.0,275.0,111609,5505,89000,based on video game|fictional language|fictional war|orc|sword and sorcery,0.0,Color,2016.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,46978995.0,160000000.0,7.3,Action,Adventure
109,Terminator Genisys ,126.0,Alan Taylor,230.0,J.K. Simmons,24000.0,Emilia Clarke,10000.0,Matt Smith,2000.0,867.0,474.0,188457,38873,82000,alternate timeline|cyborg|future|robot|time machine,2.0,Color,2015.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,89732035.0,155000000.0,6.6,Action,Adventure
110,The Chronicles of Narnia: The Voyage of the Dawn Treader ,113.0,Michael Apted,150.0,Bruce Spence,531.0,Shane Rangi,82.0,Laura Brent,59.0,227.0,228.0,106446,764,11000,dragon|king|mouse|quest|warrior,4.0,Color,2010.0,English,USA,PG,1.78,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,104383624.0,155000000.0,6.3,Adventure,Family
111,Pearl Harbor ,184.0,Michael Bay,0.0,Jennifer Garner,3000.0,Jaime King,961.0,Mako,691.0,1999.0,191.0,254111,5401,0,air raid|black smoke|japanese military|japanese navy|sunday,0.0, Black and White,2001.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,198539855.0,140000000.0,6.1,Action,Drama
112,Transformers ,144.0,Michael Bay,0.0,Zack Ward,662.0,Michael O'Neill,599.0,Kevin Dunn,581.0,1782.0,396.0,513158,2333,8000,alien contact|autobot|decepticon|robot vs. robot|teenage hero,0.0,Color,2007.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,318759914.0,150000000.0,7.1,Action,Adventure
113,Alexander ,206.0,Oliver Stone,0.0,Anthony Hopkins,12000.0,Angelina Jolie Pitt,11000.0,Brian Blessed,591.0,1390.0,248.0,138863,24598,0,ancient greece|conquest|greek|greek myth|king,3.0,Color,2004.0,English,Germany,R,2.35,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,34293771.0,155000000.0,5.5,Action,Adventure
114,Harry Potter and the Order of the Phoenix ,138.0,David Yates,282.0,Robert Pattinson,21000.0,Daniel Radcliffe,11000.0,Fiona Shaw,687.0,1108.0,329.0,355137,33433,0,battle|magic|school|teacher|wizard,3.0,Color,2007.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,292000866.0,150000000.0,7.5,Adventure,Family
115,Harry Potter and the Goblet of Fire ,157.0,Mike Newell,179.0,Robert Pattinson,21000.0,Daniel Radcliffe,11000.0,Rupert Grint,10000.0,1896.0,295.0,385670,53413,0,fire|goblet|magic|tournament|wizard,1.0,Color,2005.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,289994397.0,150000000.0,7.6,Adventure,Family
116,Hancock ,102.0,Peter Berg,532.0,Will Smith,10000.0,Charlize Theron,9000.0,Eddie Marsan,979.0,590.0,318.0,343648,21584,0,bully comeuppance|destruction|prison|superhero|tough girl,0.0,Color,2008.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,227946274.0,150000000.0,6.4,Action,Drama
117,I Am Legend ,104.0,Francis Lawrence,508.0,Will Smith,10000.0,Alice Braga,1000.0,Willow Smith,558.0,1413.0,323.0,530870,13076,11000,new york city|pandemic|post apocalypse|survivalist|virus,0.0,Color,2007.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,256386216.0,150000000.0,7.2,Drama,Horror
118,Charlie and the Chocolate Factory ,115.0,Tim Burton,13000.0,Johnny Depp,40000.0,Christopher Lee,16000.0,David Kelly,588.0,1361.0,276.0,320284,57844,0,chocolate|diminution|miniaturization|physical flexability|ticket,3.0,Color,2005.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,206456431.0,150000000.0,6.7,Adventure,Comedy
119,Ratatouille ,111.0,Brad Bird,663.0,Janeane Garofalo,1000.0,John Ratzenberger,1000.0,Brian Dennehy,954.0,626.0,318.0,473887,4764,10000,chef|food|french|rat|restaurant,0.0,Color,2007.0,English,USA,G,2.35,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,206435493.0,150000000.0,8.0,Animation,Comedy
120,Batman Begins ,128.0,Christopher Nolan,22000.0,Christian Bale,23000.0,Liam Neeson,14000.0,Morgan Freeman,11000.0,2685.0,478.0,980946,59558,15000,armored car|gangster|gotham|mixed martial arts|social decay,0.0,Color,2005.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,205343774.0,150000000.0,8.3,Action,Adventure
121,Madagascar: Escape 2 Africa ,89.0,Eric Darnell,35.0,Bernie Mac,1000.0,Jada Pinkett Smith,851.0,Cedric the Entertainer,436.0,119.0,167.0,146019,3285,0,africa|madagascar|new york city|sequel|zoo,0.0,Color,2008.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,179982968.0,150000000.0,6.7,Action,Adventure
122,Night at the Museum: Battle of the Smithsonian ,105.0,Shawn Levy,189.0,Robin Williams,49000.0,Rami Malek,3000.0,Steve Coogan,1000.0,209.0,185.0,130272,54039,2000,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,2.0,Color,2009.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,177243721.0,150000000.0,5.9,Adventure,Comedy
123,X-Men Origins: Wolverine ,119.0,Gavin Hood,151.0,Hugh Jackman,20000.0,Ryan Reynolds,16000.0,Dominic Monaghan,2000.0,641.0,350.0,361924,40054,0,army|civil war|claw fight|commando|wolverine the character,0.0,Color,2009.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,179883016.0,150000000.0,6.7,Action,Adventure
124,The Matrix Revolutions ,129.0,Lana Wachowski,0.0,Essie Davis,309.0,Collin Chou,269.0,Nona Gaye,233.0,2121.0,245.0,364948,1062,0,battle|epic|fight|future|machine,0.0,Color,2003.0,English,Australia,R,2.35,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,139259759.0,150000000.0,6.7,Action,Sci-Fi
125,Frozen ,102.0,Chris Buck,69.0,Josh Gad,1000.0,Maurice LaMarche,523.0,Livvy Stubenrauch,490.0,904.0,406.0,421658,2582,58000,magic|sister love|sister sister relationship|snow|snowman,0.0,Color,2013.0,English,USA,PG,2.24,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,400736600.0,150000000.0,7.6,Adventure,Animation
126,The Matrix Reloaded ,138.0,Lana Wachowski,0.0,Steve Bastoni,234.0,Daniel Bernhardt,198.0,Helmut Bakaitis,30.0,2789.0,275.0,421818,534,0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,0.0,Color,2003.0,English,USA,R,2.35,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,281492479.0,150000000.0,7.2,Action,Sci-Fi
127,Thor: The Dark World ,112.0,Alan Taylor,230.0,Chris Hemsworth,26000.0,Natalie Portman,20000.0,Anthony Hopkins,12000.0,532.0,486.0,414070,59803,63000,arrest|portal|thor|warrior|weapon,3.0,Color,2013.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,206360018.0,170000000.0,7.1,Action,Adventure
128,Mad Max: Fury Road ,120.0,George Miller,750.0,Tom Hardy,27000.0,Charlize Theron,9000.0,Zoë Kravitz,943.0,1588.0,739.0,552503,40025,191000,australia|desert|escape|on the run|post apocalypse,0.0,Color,2015.0,English,Australia,R,2.35,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,153629485.0,150000000.0,8.1,Action,Adventure
129,Angels & Demons ,146.0,Ron Howard,2000.0,Tom Hanks,15000.0,Ayelet Zurer,745.0,Armin Mueller-Stahl,294.0,435.0,298.0,207839,16948,0,conclave|illuminati|murder|reference to bernini|reference to raphael,2.0,Color,2009.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,133375846.0,150000000.0,6.7,Mystery,Thriller
130,Thor ,115.0,Kenneth Branagh,0.0,Chris Hemsworth,26000.0,Natalie Portman,20000.0,Anthony Hopkins,12000.0,738.0,516.0,536314,60059,63000,battle|marvel cinematic universe|scientist|thor|throne,1.0,Color,2011.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,181015141.0,150000000.0,7.0,Action,Adventure
131,Bolt ,96.0,Byron Howard,59.0,Chloë Grace Moretz,17000.0,Diedrich Bader,759.0,James Lipton,699.0,178.0,225.0,146766,20007,0,cat|dog|hamster|new york city|superpower,0.0,Color,2008.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,114053579.0,150000000.0,6.9,Adventure,Animation
132,G-Force ,88.0,Hoyt Yeatman,12.0,Kelli Garner,730.0,Piper Mackenzie Harris,607.0,Niecy Nash,182.0,90.0,145.0,33042,2217,0,fbi director|guinea pig|household appliance|secret agent|talking mouse,0.0,Color,2009.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,119420252.0,150000000.0,5.1,Action,Adventure
133,Wrath of the Titans ,99.0,Jonathan Liebesman,473.0,Liam Neeson,14000.0,Edgar Ramírez,897.0,Lily James,502.0,253.0,310.0,152826,16184,19000,ares|hades|titan|underworld|zeus,0.0,Color,2012.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,83640426.0,150000000.0,5.8,Action,Adventure
134,Dark Shadows ,113.0,Tim Burton,13000.0,Johnny Depp,40000.0,Chloë Grace Moretz,17000.0,Christopher Lee,16000.0,479.0,526.0,199039,80849,82000,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,7.0,Color,2012.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,79711678.0,100000000.0,6.2,Comedy,Fantasy
135,Mission: Impossible - Rogue Nation ,131.0,Christopher McQuarrie,188.0,Tom Cruise,10000.0,Jeremy Renner,10000.0,Sean Harris,641.0,440.0,465.0,232187,21840,47000,capture|computer hacker|mission|rogue agent|spy,0.0,Color,2015.0,English,China,PG-13,2.35,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,195000874.0,150000000.0,7.4,Action,Adventure
136,The Wolfman ,119.0,Joe Johnston,394.0,Anthony Hopkins,12000.0,Simon Merrells,490.0,Art Malik,162.0,432.0,357.0,89442,13071,0,asylum|death|full moon|transformation|werewolf,0.0,Color,2010.0,English,USA,R,1.85,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,61937495.0,150000000.0,5.8,Drama,Fantasy
138,Bee Movie ,91.0,Steve Hickner,58.0,Matthew Broderick,2000.0,Oprah Winfrey,852.0,Rip Torn,826.0,206.0,194.0,105902,6576,0,bee|dream sequence|egg|scatological humor|squashed bug,0.0,Color,2007.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,126597121.0,150000000.0,6.2,Adventure,Animation
139,Kung Fu Panda 2 ,90.0,Jennifer Yuh Nelson,90.0,Angelina Jolie Pitt,11000.0,Gary Oldman,10000.0,Mike Bell,15.0,209.0,284.0,182718,21015,20000,china|kung fu|panda|peacock|tigress,0.0,Color,2011.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,165230261.0,150000000.0,7.3,Action,Adventure
140,The Last Airbender ,103.0,M. Night Shyamalan,0.0,Seychelle Gabriel,1000.0,Noah Ringer,756.0,Aasif Mandvi,346.0,1382.0,280.0,118951,2857,18000,avatar|fire|kingdom|tribe|water,0.0,Color,2010.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,131564731.0,150000000.0,4.2,Action,Adventure
141,Mission: Impossible III ,124.0,J.J. Abrams,14000.0,Philip Seymour Hoffman,22000.0,Tom Cruise,10000.0,Eddie Marsan,979.0,871.0,310.0,256695,34817,0,arms dealer|fictional government agency|mission|rescue|vatican,0.0,Color,2006.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,133382309.0,150000000.0,6.9,Action,Adventure
